idx,AirQualityStation,no2,img_path,s5p_path,date_str,no2_norm,18.71056311
2405,06-055-0004,3.823328176,06-055-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-055-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-1.132780105,
2406,06-055-0004,3.452197606,06-055-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-055-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-1.161019689,
2407,06-055-0004,6.072462343,06-055-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-055-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.9616419154,
2408,06-055-0004,8.518579547,06-055-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-055-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.7755151487,
2409,06-055-0004,12.731049,06-055-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-055-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,-0.4549854053,
2410,06-055-0004,13.9461408,06-055-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-055-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,-0.3625282218,
2411,06-055-0004,18.38494603,06-055-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-055-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,-0.02477643115,
2412,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,-1.423699817,
2413,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-1.423699817,
2414,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-1.423699817,
2415,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-1.423699817,
2416,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-1.423699817,
2417,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-1.423699817,
2418,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-1.423699817,
2419,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-1.423699817,
2420,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-1.423699817,
2421,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-1.423699817,
2422,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,-1.423699817,
2423,06-031-1004,,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-1.423699817,
2424,06-031-1004,21.18449333,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,0.1882430782,
2425,06-031-1004,14.44807065,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.3243360287,
2426,06-031-1004,11.67292255,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-0.5354989865,
2427,06-031-1004,12.6959949,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-0.4576526964,
2428,06-031-1004,9.980880095,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.6642476785,
2429,06-031-1004,11.32161875,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.5622299378,
2430,06-031-1004,9.984776608,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.6639511902,
2431,06-031-1004,10.31624493,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.6387295343,
2432,06-031-1004,13.14576665,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.4234292496,
2433,06-031-1004,25.36967146,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,0.5066962056,
2434,06-031-1004,30.95971185,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.9320462832,
2435,06-031-1004,18.23818056,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,-0.03594391865,
2436,06-031-1004,17.08999427,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,-0.1233102153,
2437,06-031-1004,23.38731073,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,0.3558569925,
2438,06-031-1004,10.65099482,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.6132581814,
2439,06-031-1004,7.717984868,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-0.836432957,
2440,06-031-1004,7.632409081,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.8429444784,
2441,06-031-1004,7.828353903,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.8280349001,
2442,06-031-1004,7.272128065,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-0.8703585127,
2443,06-031-1004,9.901910332,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.670256543,
2444,06-031-1004,18.77918928,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,0.005221812745,
2445,06-031-1004,29.33374382,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,0.8083252406,
2446,06-031-1004,27.41997108,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.6627049357,
2447,06-031-1004,26.2315742,06-031-1004/S2B_MSIL2A_20210918T183929_N0301_R070_T10SGF_20210918T223411.npy,06-031-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,0.572278987,
2448,41-067-0005,20.21229342,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,0.1142677078,
2449,41-067-0005,26.90313639,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,0.6233786228,
2450,41-067-0005,24.7081185,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,0.456358179,
2451,41-067-0005,22.3544282,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,0.27726424,
2452,41-067-0005,22.94665795,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,0.3223274147,
2453,41-067-0005,21.8538772,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,0.2391769646,
2454,41-067-0005,21.65467326,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,0.2240193979,
2455,41-067-0005,24.77874398,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,0.4617321207,
2456,41-067-0005,23.68493485,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,0.3785034199,
2457,41-067-0005,25.79312321,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,0.5389169448,
2458,41-067-0005,23.07536243,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,0.3321206285,
2459,41-067-0005,20.19844438,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,0.1132139248,
2460,41-067-0005,19.73623187,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,0.07804385239,
2461,41-067-0005,23.5453832,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,0.3678848375,
2462,41-067-0005,20.1763486,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,0.1115326419,
2463,41-067-0005,22.43236025,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,0.2831941442,
2464,41-067-0005,17.44318212,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-0.09643590531,
2465,41-067-0005,17.15115603,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.1186563745,
2466,41-067-0005,16.01391508,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.2051898326,
2467,41-067-0005,16.91160929,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.1368836529,
2468,41-067-0005,16.49989501,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.16821128,
2469,41-067-0005,21.87173922,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,0.2405360978,
2470,41-067-0005,23.16685159,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,0.3390821031,
2471,41-067-0005,22.76950999,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,0.308848103,
2472,41-067-0005,20.33702329,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,0.123758491,
2473,41-067-0005,24.73988392,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,0.4587752318,
2474,41-067-0005,22.58610629,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,0.2948927871,
2475,41-067-0005,19.1127177,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,0.03060022309,
2476,41-067-0005,15.61278924,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.2357117776,
2477,41-067-0005,15.3306728,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-0.2571782147,
2478,41-067-0005,15.3227144,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-0.257783775,
2479,41-067-0005,17.34268446,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.104082842,
2480,41-067-0005,19.67858422,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,0.07365740237,
2481,41-067-0005,20.94155785,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,0.1697579479,
2482,41-067-0005,19.41932947,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,0.05393052679,
2483,41-067-0005,18.48832559,41-067-0005/S2B_MSIL2A_20210914T185929_N0301_R013_T10TER_20210914T230651.npy,41-067-0005/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,-0.01691020803,
2484,06-113-0004,8.555833868,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,-0.7726804414,
2485,06-113-0004,8.734442669,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-0.759089973,
2486,06-113-0004,5.708291667,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-0.9893519165,
2487,06-113-0004,6.04445568,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-0.9637729619,
2488,06-113-0004,6.024439987,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-0.96529597,
2489,06-113-0004,7.076987651,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-0.8852068831,
2490,06-113-0004,7.237047204,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-0.8730278398,
2491,06-113-0004,7.46020801,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-0.8560473782,
2492,06-113-0004,8.111246276,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2018,-0.8065094218,
2493,06-113-0004,8.335897315,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2018,-0.7894155674,
2494,06-113-0004,13.7565631,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2018,-0.3769533211,
2495,06-113-0004,9.104947948,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2018,-0.7308979675,
2496,06-113-0004,11.61510648,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2019,-0.5398982512,
2497,06-113-0004,6.291285714,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2019,-0.9449914922,
2498,06-113-0004,5.476389907,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2019,-1.006997483,
2499,06-113-0004,4.976710745,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2019,-1.04501842,
2500,06-113-0004,4.212832204,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2019,-1.103142472,
2501,06-113-0004,5.570324693,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2019,-0.9998499199,
2502,06-113-0004,6.821777825,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2019,-0.904625977,
2503,06-113-0004,8.332645161,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2019,-0.789663026,
2504,06-113-0004,7.537437689,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2019,-0.850170918,
2505,06-113-0004,9.12865493,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2019,-0.7290940866,
2506,06-113-0004,14.71065991,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2019,-0.3043554288,
2507,06-113-0004,9.632033603,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2019,-0.6907916519,
2508,06-113-0004,10.46660648,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2020,-0.6272884189,
2509,06-113-0004,9.059999407,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2020,-0.7343181334,
2510,06-113-0004,6.601333512,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2020,-0.9213997387,
2511,06-113-0004,5.123334389,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2020,-1.033861724,
2512,06-113-0004,5.700952814,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2020,-0.9899103349,
2513,06-113-0004,5.479461285,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2020,-1.00676378,
2514,06-113-0004,5.77421035,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2020,-0.9843361179,
2515,06-113-0004,8.525681439,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2020,-0.7749747608,
2516,06-113-0004,9.661224496,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,9-2020,-0.6885704964,
2517,06-113-0004,10.07225059,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,10-2020,-0.6572952335,
2518,06-113-0004,11.39300537,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,11-2020,-0.5567980797,
2519,06-113-0004,13.26626087,06-113-0004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-113-0004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,12-2020,-0.4142607602,
2520,06-013-1004,21.26704765,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,1-2018,0.1945246939,
2521,06-013-1004,16.99253087,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,2-2018,-0.1307262735,
2522,06-013-1004,16.11665356,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,3-2018,-0.1973723897,
2523,06-013-1004,10.70401149,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,4-2018,-0.6092241056,
2524,06-013-1004,7.161116975,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,5-2018,-0.878805424,
2525,06-013-1004,8.217169737,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,6-2018,-0.7984496317,
2526,06-013-1004,6.167613025,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,7-2018,-0.9544018336,
2527,06-013-1004,6.872678764,06-013-1004/S2B_MSIL2A_20210921T184959_N0301_R113_T10SEH_20210921T230912.npy,06-013-1004/l3_mean_monthly_US_large_2018_2020_005dg.netcdf,8-2018,-0.900752889,
